"","Name","DistanceAT","ortholog","Strain","TF","Length"
"2224","EbroNfe1_002269-T1",48297,"og_1046","EbroNfe1","FALSE",854
"2225","EbroNfe1_002270-T1",66231,"og_11610","EbroNfe1","FALSE",257
"2226","EbroNfe1_002271-T1",32579,"og_11616","EbroNfe1","FALSE",581
"2227","EbroNfe1_002272-T1",7650,"og_1937","EbroNfe1","FALSE",485
"2228","EbroNfe1_002273-T1",62123,"og_11545","EbroNfe1","FALSE",902
"2229","EbroNfe1_002274-T1",29956,"og_10155","EbroNfe1","FALSE",405
"2230","EbroNfe1_002275-T1",45358,"og_11113","EbroNfe1","FALSE",398
"2231","EbroNfe1_002276-T1",60049,"og_9629","EbroNfe1","FALSE",336
"2232","EbroNfe1_002277-T1",23256,"og_11739","EbroNfe1","FALSE",1495
"2233","EbroNfe1_002278-T1",356,"og_8692","EbroNfe1","FALSE",962
"2234","EbroNfe1_002279-T1",42340,"og_3999","EbroNfe1","FALSE",340
"2235","EbroNfe1_002280-T1",2615,"og_0623","EbroNfe1","FALSE",126
"2236","EbroNfe1_002281-T1",58081,"og_9657","EbroNfe1","FALSE",254
"2237","EbroNfe1_002282-T1",37171,"og_8568","EbroNfe1","FALSE",1364
"2238","EbroNfe1_002283-T1",223,"og_9152","EbroNfe1","FALSE",560
"2239","EbroNfe1_002284-T1",904,"og_3377","EbroNfe1","FALSE",182
"2240","EbroNfe1_002285-T1",673,"og_8719","EbroNfe1","FALSE",1542
"2241","EbroNfe1_002286-T1",54384,"og_11038","EbroNfe1","FALSE",619
"2242","EbroNfe1_002287-T1",4400,"og_8547","EbroNfe1","FALSE",516
"2243","EbroNfe1_002288-T1",2920,"og_3113","EbroNfe1","FALSE",374
"2244","EbroNfe1_002289-T1",53457,"og_4212","EbroNfe1","FALSE",164
"2245","EbroNfe1_002290-T1",35946,"og_9481","EbroNfe1","FALSE",212
"2246","EbroNfe1_002291-T1",51246,"og_9196","EbroNfe1","FALSE",435
"2247","EbroNfe1_002292-T1",19442,"og_10925","EbroNfe1","FALSE",330
"2248","EbroNfe1_002293-T1",7841,"og_8412","EbroNfe1","FALSE",559
"2249","EbroNfe1_002294-T1",34010,"og_8838","EbroNfe1","FALSE",313
"2250","EbroNfe1_002295-T1",7899,"og_11164","EbroNfe1","FALSE",1351
"2251","EbroNfe1_002296-T1",46189,"og_11726","EbroNfe1","FALSE",1372
"2252","EbroNfe1_002297-T1",32823,"og_29532","EbroNfe1","TRUE",78
"2253","EbroNfe1_002298-T1",14538,"og_4172","EbroNfe1","FALSE",988
"2254","EbroNfe1_002299-T1",31063,"og_10408","EbroNfe1","FALSE",430
"2255","EbroNfe1_002300-T1",12841,"og_4271","EbroNfe1","FALSE",110
"2256","EbroNfe1_002301-T1",27510,"og_9045","EbroNfe1","FALSE",744
"2257","EbroNfe1_002302-T1",11833,"og_4194","EbroNfe1","FALSE",462
"2258","EbroNfe1_002303-T1",13254,"og_8810","EbroNfe1","FALSE",557
"2259","EbroNfe1_002304-T1",1942,"og_5397","EbroNfe1","FALSE",132
"2260","EbroNfe1_002305-T1",67,"og_1598","EbroNfe1","FALSE",288
"2261","EbroNfe1_002306-T1",15595,"og_2568","EbroNfe1","FALSE",639
"2262","EbroNfe1_002307-T1",42475,"og_1579","EbroNfe1","FALSE",678
"2263","EbroNfe1_002308-T1",1174,"og_7110","EbroNfe1","FALSE",69
"2264","EbroNfe1_002309-T1",25073,"og_1072","EbroNfe1","FALSE",594
"2265","EbroNfe1_002310-T1",1888,"og_0501","EbroNfe1","FALSE",264
"2266","EbroNfe1_002311-T1",10082,"og_2361","EbroNfe1","FALSE",295
"2267","EbroNfe1_002312-T1",37208,"og_2423","EbroNfe1","FALSE",1551
"2268","EbroNfe1_002314-T1",8636,"og_9661","EbroNfe1","FALSE",181
"2269","EbroNfe1_002315-T1",17587,"og_8501","EbroNfe1","FALSE",1203
"2270","EbroNfe1_002316-T1",21957,"og_8453","EbroNfe1","FALSE",747
"2271","EbroNfe1_002317-T1",4744,"og_9449","EbroNfe1","FALSE",1421
"2272","EbroNfe1_002318-T1",20287,"og_11667","EbroNfe1","FALSE",854
"2273","EbroNfe1_002319-T1",5005,"og_10993","EbroNfe1","FALSE",757
"2274","EbroNfe1_002320-T1",18428,"og_8573","EbroNfe1","FALSE",727
"2275","EbroNfe1_002321-T1",22593,"og_8038","EbroNfe1","FALSE",399
"2276","EbroNfe1_002322-T1",36008,"og_8865","EbroNfe1","FALSE",217
"2277","EbroNfe1_002323-T1",22332,"og_9056","EbroNfe1","FALSE",175
"2278","EbroNfe1_002324-T1",167,"og_3447","EbroNfe1","FALSE",763
"2279","EbroNfe1_002325-T1",33776,"og_8830","EbroNfe1","FALSE",517
"2280","EbroNfe1_002326-T1",19590,"og_7987","EbroNfe1","FALSE",926
"2281","EbroNfe1_002327-T1",23904,"og_2536","EbroNfe1","FALSE",339
"2282","EbroNfe1_002328-T1",14935,"og_8878","EbroNfe1","FALSE",691
"2283","EbroNfe1_002329-T1",11100,"og_0474","EbroNfe1","FALSE",161
"2284","EbroNfe1_002330-T1",21034,"og_8420","EbroNfe1","FALSE",1075
"2285","EbroNfe1_002331-T1",18582,"og_8155","EbroNfe1","FALSE",132
"2286","EbroNfe1_002332-T1",31143,"og_7872","EbroNfe1","FALSE",170
"2287","EbroNfe1_002333-T1",13310,"og_1668","EbroNfe1","FALSE",493
"2288","EbroNfe1_002334-T1",14056,"og_2468","EbroNfe1","FALSE",207
"2289","EbroNfe1_002335-T1",15319,"og_8723","EbroNfe1","FALSE",388
"2290","EbroNfe1_002336-T1",15299,"og_9783","EbroNfe1","FALSE",464
"2291","EbroNfe1_002337-T1",4100,"og_10167","EbroNfe1","FALSE",2649
"2292","EbroNfe1_002338-T1",28201,"og_9163","EbroNfe1","FALSE",180
"2293","EbroNfe1_002339-T1",19345,"og_4434","EbroNfe1","FALSE",80
"2294","EbroNfe1_002340-T1",16231,"og_29533","EbroNfe1","TRUE",713
"2295","EbroNfe1_002341-T1",12259,"og_11416","EbroNfe1","FALSE",779
"2296","EbroNfe1_002342-T1",18666,"og_3007","EbroNfe1","FALSE",445
"2297","EbroNfe1_002343-T1",24394,"og_8617","EbroNfe1","FALSE",345
"2298","EbroNfe1_002344-T1",20759,"og_9803","EbroNfe1","FALSE",876
"2299","EbroNfe1_002345-T1",14232,"og_10452","EbroNfe1","FALSE",495
"2300","EbroNfe1_002346-T1",9162,"og_8053","EbroNfe1","FALSE",471
"2301","EbroNfe1_002347-T1",18566,"og_11292","EbroNfe1","FALSE",744
"2302","EbroNfe1_002348-T1",10035,"og_10886","EbroNfe1","FALSE",295
"2303","EbroNfe1_002349-T1",318,"og_1651","EbroNfe1","FALSE",703
"2304","EbroNfe1_002350-T1",2780,"og_11509","EbroNfe1","FALSE",916
"2305","EbroNfe1_002351-T1",7588,"og_29534","EbroNfe1","TRUE",441
"2306","EbroNfe1_002352-T1",14099,"og_11599","EbroNfe1","FALSE",897
"2307","EbroNfe1_002353-T1",2335,"og_8767","EbroNfe1","FALSE",752
"2308","EbroNfe1_002354-T1",30426,"og_8652","EbroNfe1","FALSE",500
"2309","EbroNfe1_002355-T1",4934,"og_11159","EbroNfe1","FALSE",374
"2310","EbroNfe1_002356-T1",620,"og_3763","EbroNfe1","FALSE",875
"2311","EbroNfe1_002357-T1",6840,"og_29535","EbroNfe1","TRUE",282
"2312","EbroNfe1_002358-T1",5445,"og_11054","EbroNfe1","FALSE",1660
"2313","EbroNfe1_002359-T1",1279,"og_3960","EbroNfe1","FALSE",339
"2314","EbroNfe1_002360-T1",35624,"og_11175","EbroNfe1","FALSE",792
"2315","EbroNfe1_002361-T1",9002,"og_3732","EbroNfe1","FALSE",977
"2316","EbroNfe1_002362-T1",3045,"og_0928","EbroNfe1","FALSE",143
"2317","EbroNfe1_002363-T1",965,"og_1800","EbroNfe1","FALSE",414
"2318","EbroNfe1_002364-T1",39583,"og_10921","EbroNfe1","FALSE",344
"2319","EbroNfe1_002365-T1",1867,"og_8657","EbroNfe1","FALSE",1069
"2320","EbroNfe1_002366-T1",13569,"og_2373","EbroNfe1","FALSE",985
"2321","EbroNfe1_002367-T1",41446,"og_3986","EbroNfe1","FALSE",717
"2322","EbroNfe1_002368-T1",241,"og_7710","EbroNfe1","FALSE",621
"2323","EbroNfe1_002369-T1",44973,"og_9009","EbroNfe1","FALSE",939
"2324","EbroNfe1_002370-T1",2996,"og_3887","EbroNfe1","FALSE",169
"2325","EbroNfe1_002371-T1",20279,"og_2091","EbroNfe1","FALSE",392
"2326","EbroNfe1_002372-T1",378,"og_9413","EbroNfe1","FALSE",378
"2327","EbroNfe1_002373-T1",22302,"og_2482","EbroNfe1","FALSE",674
"2328","EbroNfe1_002374-T1",49435,"og_0579","EbroNfe1","FALSE",1138
"2329","EbroNfe1_002375-T1",6220,"og_4196","EbroNfe1","FALSE",529
"2330","EbroNfe1_002376-T1",712,"og_0930","EbroNfe1","FALSE",282
"2331","EbroNfe1_002377-T1",24814,"og_2803","EbroNfe1","FALSE",536
"2332","EbroNfe1_002378-T1",9028,"og_1038","EbroNfe1","FALSE",545
"2333","EbroNfe1_002379-T1",2782,"og_9630","EbroNfe1","FALSE",255
"2334","EbroNfe1_002380-T1",11848,"og_10043","EbroNfe1","FALSE",983
"2335","EbroNfe1_002381-T1",196,"og_3473","EbroNfe1","FALSE",252
"2336","EbroNfe1_002382-T1",45950,"og_9278","EbroNfe1","FALSE",337
"2337","EbroNfe1_002383-T1",29019,"og_8592","EbroNfe1","FALSE",268
"2338","EbroNfe1_002384-T1",5551,"og_11291","EbroNfe1","FALSE",493
"2339","EbroNfe1_002385-T1",95,"og_0783","EbroNfe1","FALSE",580
"2340","EbroNfe1_002386-T1",30760,"og_1329","EbroNfe1","FALSE",273
"2341","EbroNfe1_002387-T1",41402,"og_9432","EbroNfe1","FALSE",1111
"2342","EbroNfe1_002388-T1",15226,"og_3557","EbroNfe1","FALSE",640
"2343","EbroNfe1_002389-T1",3396,"og_2847","EbroNfe1","FALSE",282
"2344","EbroNfe1_002390-T1",3413,"og_11618","EbroNfe1","FALSE",326
"2345","EbroNfe1_002391-T1",30036,"og_10005","EbroNfe1","FALSE",66
"2346","EbroNfe1_002392-T1",4956,"og_4137","EbroNfe1","FALSE",812
"2347","EbroNfe1_002394-T1",3686,"og_3853","EbroNfe1","FALSE",1143
"2348","EbroNfe1_002395-T1",26847,"og_10030","EbroNfe1","FALSE",563
"2349","EbroNfe1_002396-T1",510,"og_2113","EbroNfe1","FALSE",716
"2350","EbroNfe1_002397-T1",18076,"og_8167","EbroNfe1","FALSE",1049
"2351","EbroNfe1_002398-T1",39662,"og_2893","EbroNfe1","FALSE",247
"2352","EbroNfe1_002399-T1",38524,"og_2900","EbroNfe1","FALSE",241
"2353","EbroNfe1_002400-T1",3628,"og_0297","EbroNfe1","FALSE",245
"2354","EbroNfe1_002401-T1",21739,"og_1582","EbroNfe1","FALSE",572
"2355","EbroNfe1_002402-T1",23593,"og_3302","EbroNfe1","FALSE",381
"2356","EbroNfe1_002403-T1",1029,"og_1553","EbroNfe1","FALSE",795
"2357","EbroNfe1_002404-T1",36435,"og_11257","EbroNfe1","FALSE",196
"2358","EbroNfe1_002405-T1",842,"og_3506","EbroNfe1","FALSE",383
"2359","EbroNfe1_002406-T1",22571,"og_0457","EbroNfe1","FALSE",251
"2360","EbroNfe1_002407-T1",21038,"og_3915","EbroNfe1","FALSE",298
"2361","EbroNfe1_002408-T1",31599,"og_4073","EbroNfe1","FALSE",824
"2362","EbroNfe1_002409-T1",25263,"og_9389","EbroNfe1","FALSE",820
"2363","EbroNfe1_002410-T1",28264,"og_11668","EbroNfe1","FALSE",385
"2364","EbroNfe1_002411-T1",29373,"og_3202","EbroNfe1","FALSE",260
"2365","EbroNfe1_002412-T1",14168,"og_11465","EbroNfe1","FALSE",874
"2366","EbroNfe1_002413-T1",25747,"og_9217","EbroNfe1","FALSE",671
"2367","EbroNfe1_002414-T1",25675,"og_8386","EbroNfe1","FALSE",617
"2368","EbroNfe1_002415-T1",10641,"og_2356","EbroNfe1","FALSE",453
"2369","EbroNfe1_002416-T1",23888,"og_10874","EbroNfe1","FALSE",118
"2370","EbroNfe1_002417-T1",22577,"og_9004","EbroNfe1","FALSE",623
"2371","EbroNfe1_002418-T1",18426,"og_1944","EbroNfe1","FALSE",750
"2372","EbroNfe1_002419-T1",4961,"og_11691","EbroNfe1","FALSE",1017
"2373","EbroNfe1_002420-T1",18606,"og_1762","EbroNfe1","FALSE",526
"2374","EbroNfe1_002421-T1",16112,"og_8416","EbroNfe1","FALSE",498
"2375","EbroNfe1_002422-T1",14489,"og_3475","EbroNfe1","FALSE",975
"2376","EbroNfe1_002423-T1",11283,"og_9024","EbroNfe1","FALSE",923
"2377","EbroNfe1_002424-T1",2196,"og_2100","EbroNfe1","FALSE",264
"2378","EbroNfe1_002425-T1",1466,"og_11010","EbroNfe1","FALSE",651
"2379","EbroNfe1_002426-T1",9620,"og_8546","EbroNfe1","FALSE",208
"2380","EbroNfe1_002427-T1",3423,"og_8249","EbroNfe1","FALSE",165
"2381","EbroNfe1_002428-T1",7685,"og_0329","EbroNfe1","FALSE",417
"2382","EbroNfe1_002429-T1",9115,"og_8964","EbroNfe1","FALSE",433
"2383","EbroNfe1_002430-T1",4860,"og_2672","EbroNfe1","FALSE",146
"2384","EbroNfe1_002431-T1",5790,"og_8857","EbroNfe1","FALSE",264
"2385","EbroNfe1_002432-T1",5737,"og_2522","EbroNfe1","FALSE",504
"2386","EbroNfe1_002433-T1",3290,"og_8907","EbroNfe1","FALSE",1154
"2387","EbroNfe1_002434-T1",6755,"og_1832","EbroNfe1","FALSE",399
"2388","EbroNfe1_002435-T1",8468,"og_10776","EbroNfe1","FALSE",484
"2389","EbroNfe1_002436-T1",1332,"og_3880","EbroNfe1","FALSE",562
"2390","EbroNfe1_002437-T1",9154,"og_3919","EbroNfe1","FALSE",1270
"2391","EbroNfe1_002438-T1",650,"og_1760","EbroNfe1","FALSE",554
"2392","EbroNfe1_002439-T1",10637,"og_9335","EbroNfe1","FALSE",71
"2393","EbroNfe1_002440-T1",11850,"og_29536","EbroNfe1","TRUE",1012
"2394","EbroNfe1_002441-T1",3609,"og_1822","EbroNfe1","FALSE",383
"2395","EbroNfe1_002442-T1",15057,"og_29537","EbroNfe1","TRUE",127
"2396","EbroNfe1_002443-T1",6859,"og_8419","EbroNfe1","FALSE",635
"2397","EbroNfe1_002444-T1",17935,"og_29538","EbroNfe1","TRUE",298
"2398","EbroNfe1_002445-T1",16854,"og_3997","EbroNfe1","FALSE",1256
"2399","EbroNfe1_002446-T1",35,"og_9518","EbroNfe1","FALSE",1157
"2400","EbroNfe1_002447-T1",19639,"og_0506","EbroNfe1","FALSE",1531
"2401","EbroNfe1_002448-T1",10729,"og_0980","EbroNfe1","FALSE",744
"2402","EbroNfe1_002449-T1",21260,"og_11085","EbroNfe1","FALSE",505
"2403","EbroNfe1_002450-T1",262,"og_9323","EbroNfe1","FALSE",725
"2404","EbroNfe1_002451-T1",11568,"og_1198","EbroNfe1","FALSE",82
"2405","EbroNfe1_002452-T1",23466,"og_8350","EbroNfe1","FALSE",433
"2406","EbroNfe1_002453-T1",3108,"og_11588","EbroNfe1","FALSE",589
"2407","EbroNfe1_002454-T1",25664,"og_9433","EbroNfe1","FALSE",2071
"2408","EbroNfe1_002455-T1",6405,"og_1615","EbroNfe1","FALSE",614
"2409","EbroNfe1_002456-T1",25948,"og_1571","EbroNfe1","FALSE",336
"2410","EbroNfe1_002457-T1",5451,"og_0983","EbroNfe1","FALSE",396
"2411","EbroNfe1_002458-T1",27371,"og_1577","EbroNfe1","FALSE",540
"2412","EbroNfe1_002460-T1",7533,"og_3423","EbroNfe1","FALSE",348
"2413","EbroNfe1_002461-T1",2487,"og_4135","EbroNfe1","FALSE",858
"2414","EbroNfe1_002462-T1",29691,"og_0541","EbroNfe1","FALSE",169
"2415","EbroNfe1_002463-T1",755,"og_0801","EbroNfe1","FALSE",1238
"2416","EbroNfe1_002464-T1",31396,"og_2610","EbroNfe1","FALSE",659
"2417","EbroNfe1_002465-T1",32994,"og_4059","EbroNfe1","FALSE",472
"2418","EbroNfe1_002466-T1",1330,"og_10547","EbroNfe1","FALSE",265
"2419","EbroNfe1_002467-T1",33733,"og_3851","EbroNfe1","FALSE",508
"2420","EbroNfe1_002468-T1",12980,"og_3232","EbroNfe1","FALSE",180
"2421","EbroNfe1_002469-T1",36590,"og_11454","EbroNfe1","FALSE",532
"2422","EbroNfe1_002470-T1",34189,"og_1334","EbroNfe1","FALSE",638
"2423","EbroNfe1_002471-T1",14351,"og_1227","EbroNfe1","FALSE",530
"2424","EbroNfe1_002472-T1",7405,"og_1455","EbroNfe1","FALSE",111
"2425","EbroNfe1_002473-T1",2051,"og_11009","EbroNfe1","FALSE",362
"2426","EbroNfe1_002474-T1",32326,"og_11100","EbroNfe1","FALSE",464
"2427","EbroNfe1_002475-T1",394,"og_9475","EbroNfe1","FALSE",301
"2428","EbroNfe1_002476-T1",35118,"og_9743","EbroNfe1","FALSE",557
"2429","EbroNfe1_002477-T1",31996,"og_9739","EbroNfe1","FALSE",300
"2430","EbroNfe1_002478-T1",14318,"og_11738","EbroNfe1","FALSE",146
"2431","EbroNfe1_002479-T1",21375,"og_11418","EbroNfe1","FALSE",786
"2432","EbroNfe1_002480-T1",27686,"og_7816","EbroNfe1","FALSE",499
"2433","EbroNfe1_002481-T1",416,"og_10774","EbroNfe1","FALSE",304
"2434","EbroNfe1_002482-T1",23332,"og_10905","EbroNfe1","FALSE",559
"2435","EbroNfe1_002483-T1",2131,"og_0151","EbroNfe1","FALSE",765
"2436","EbroNfe1_002484-T1",27241,"og_1869","EbroNfe1","FALSE",523
"2437","EbroNfe1_002485-T1",24569,"og_7722","EbroNfe1","FALSE",555
"2438","EbroNfe1_002486-T1",1408,"og_29539","EbroNfe1","TRUE",158
"2439","EbroNfe1_002487-T1",1052,"og_1375","EbroNfe1","FALSE",382
"2440","EbroNfe1_002488-T1",6817,"og_11738","EbroNfe1","FALSE",146
"2441","EbroNfe1_002490-T1",22867,"og_10006","EbroNfe1","FALSE",261
"2442","EbroNfe1_002491-T1",31174,"og_3917","EbroNfe1","FALSE",682
"2443","EbroNfe1_002492-T1",20351,"og_7763","EbroNfe1","FALSE",487
"2444","EbroNfe1_002493-T1",16744,"og_3777","EbroNfe1","FALSE",528
"2445","EbroNfe1_002494-T1",18984,"og_2587","EbroNfe1","FALSE",313
"2446","EbroNfe1_002495-T1",34400,"og_10912","EbroNfe1","FALSE",422
"2447","EbroNfe1_002496-T1",14407,"og_4038","EbroNfe1","FALSE",383
"2448","EbroNfe1_002497-T1",17725,"og_1648","EbroNfe1","FALSE",156
"2449","EbroNfe1_002498-T1",12033,"og_4238","EbroNfe1","FALSE",479
"2450","EbroNfe1_002499-T1",15565,"og_1920","EbroNfe1","FALSE",307
"2451","EbroNfe1_002500-T1",1832,"og_29540","EbroNfe1","TRUE",113
"2452","EbroNfe1_002501-T1",38694,"og_2530","EbroNfe1","FALSE",597
"2453","EbroNfe1_002502-T1",10701,"og_11689","EbroNfe1","FALSE",235
"2454","EbroNfe1_002503-T1",13912,"og_2846","EbroNfe1","FALSE",160
"2455","EbroNfe1_002504-T1",4817,"og_9040","EbroNfe1","FALSE",1761
"2456","EbroNfe1_002505-T1",41389,"og_3558","EbroNfe1","FALSE",645
"2457","EbroNfe1_002506-T1",10026,"og_3766","EbroNfe1","FALSE",598
"2458","EbroNfe1_002507-T1",5431,"og_10773","EbroNfe1","FALSE",415
"2459","EbroNfe1_002508-T1",44157,"og_10130","EbroNfe1","FALSE",429
"2460","EbroNfe1_002509-T1",103,"og_0816","EbroNfe1","FALSE",376
"2461","EbroNfe1_002510-T1",8179,"og_10352","EbroNfe1","FALSE",155
"2462","EbroNfe1_002511-T1",45654,"og_8669","EbroNfe1","FALSE",1066
"2463","EbroNfe1_002512-T1",2028,"og_0348","EbroNfe1","FALSE",1049
"2464","EbroNfe1_002513-T1",4788,"og_11226","EbroNfe1","FALSE",504
"2465","EbroNfe1_002514-T1",11259,"og_9156","EbroNfe1","FALSE",469
"2466","EbroNfe1_002515-T1",49207,"og_9113","EbroNfe1","FALSE",341
"2467","EbroNfe1_002516-T1",13104,"og_8421","EbroNfe1","FALSE",288
"2468","EbroNfe1_002517-T1",50922,"og_8715","EbroNfe1","FALSE",351
"2469","EbroNfe1_002518-T1",14863,"og_29541","EbroNfe1","TRUE",221
"2470","EbroNfe1_002519-T1",1081,"og_9441","EbroNfe1","FALSE",459
"2471","EbroNfe1_002520-T1",7254,"og_9719","EbroNfe1","FALSE",960
"2472","EbroNfe1_002521-T1",14667,"og_29542","EbroNfe1","TRUE",252
"2473","EbroNfe1_002522-T1",53351,"og_1862","EbroNfe1","FALSE",517
"2474","EbroNfe1_002523-T1",11646,"og_9792","EbroNfe1","FALSE",819
"2475","EbroNfe1_002524-T1",11402,"og_4019","EbroNfe1","FALSE",1189
"2476","EbroNfe1_002525-T1",55822,"og_2452","EbroNfe1","FALSE",248
"2477","EbroNfe1_002526-T1",7233,"og_11130","EbroNfe1","FALSE",1028
"2478","EbroNfe1_002527-T1",59074,"og_2470","EbroNfe1","FALSE",484
"2479","EbroNfe1_002528-T1",16111,"og_11141","EbroNfe1","FALSE",222
"2480","EbroNfe1_002529-T1",16911,"og_2676","EbroNfe1","FALSE",440
"2481","EbroNfe1_002530-T1",61853,"og_4048","EbroNfe1","FALSE",519
"2482","EbroNfe1_002531-T1",355,"og_8673","EbroNfe1","FALSE",449
"2483","EbroNfe1_002532-T1",1984,"og_2230","EbroNfe1","FALSE",525
"2484","EbroNfe1_002533-T1",1675,"og_2463","EbroNfe1","FALSE",1431
"2485","EbroNfe1_002534-T1",449,"og_1382","EbroNfe1","FALSE",485
"2486","EbroNfe1_002535-T1",18479,"og_0132","EbroNfe1","FALSE",68
"2487","EbroNfe1_002536-T1",64582,"og_5399","EbroNfe1","FALSE",264
"2488","EbroNfe1_002537-T1",16798,"og_3250","EbroNfe1","FALSE",282
"2489","EbroNfe1_002538-T1",66409,"og_3930","EbroNfe1","FALSE",269
"2490","EbroNfe1_002539-T1",14635,"og_3343","EbroNfe1","FALSE",554
"2491","EbroNfe1_002540-T1",3231,"og_0554","EbroNfe1","FALSE",301
"2492","EbroNfe1_002541-T1",344,"og_3789","EbroNfe1","FALSE",315
"2493","EbroNfe1_002542-T1",66630,"og_2365","EbroNfe1","FALSE",378
"2494","EbroNfe1_002543-T1",1328,"og_3170","EbroNfe1","FALSE",824
"2495","EbroNfe1_002544-T1",9998,"og_11607","EbroNfe1","FALSE",1209
"2496","EbroNfe1_002545-T1",6982,"og_9581","EbroNfe1","FALSE",282
"2497","EbroNfe1_002546-T1",7582,"og_2187","EbroNfe1","FALSE",417
"2498","EbroNfe1_002547-T1",354,"og_3953","EbroNfe1","FALSE",388
"2499","EbroNfe1_002548-T1",63883,"og_0890","EbroNfe1","FALSE",385
"2500","EbroNfe1_002549-T1",8856,"og_9161","EbroNfe1","FALSE",1486
"2501","EbroNfe1_002550-T1",2372,"og_9996","EbroNfe1","FALSE",459
"2502","EbroNfe1_002551-T1",61417,"og_1865","EbroNfe1","FALSE",373
"2503","EbroNfe1_002552-T1",11654,"og_1863","EbroNfe1","FALSE",281
"2504","EbroNfe1_002553-T1",3967,"og_10078","EbroNfe1","FALSE",549
"2505","EbroNfe1_002554-T1",6990,"og_1593","EbroNfe1","FALSE",391
"2506","EbroNfe1_002555-T1",59125,"og_10981","EbroNfe1","FALSE",269
"2507","EbroNfe1_002556-T1",5867,"og_7794","EbroNfe1","FALSE",506
"2508","EbroNfe1_002557-T1",14858,"og_10807","EbroNfe1","FALSE",97
"2509","EbroNfe1_002558-T1",55790,"og_3854","EbroNfe1","FALSE",1044
"2510","EbroNfe1_002559-T1",256,"og_2404","EbroNfe1","FALSE",836
"2511","EbroNfe1_002560-T1",15062,"og_2076","EbroNfe1","FALSE",585
"2512","EbroNfe1_002561-T1",15890,"og_8893","EbroNfe1","FALSE",398
"2513","EbroNfe1_002562-T1",2357,"og_8650","EbroNfe1","FALSE",970
"2514","EbroNfe1_002563-T1",18131,"og_2248","EbroNfe1","FALSE",258
"2515","EbroNfe1_002564-T1",17802,"og_0779","EbroNfe1","FALSE",384
"2516","EbroNfe1_002565-T1",4223,"og_1326","EbroNfe1","FALSE",112
"2517","EbroNfe1_002566-T1",50698,"og_3968","EbroNfe1","FALSE",1300
"2518","EbroNfe1_002567-T1",11446,"og_3397","EbroNfe1","FALSE",778
"2519","EbroNfe1_002568-T1",19472,"og_5079","EbroNfe1","FALSE",1330
"2520","EbroNfe1_002569-T1",5062,"og_4092","EbroNfe1","FALSE",224
"2521","EbroNfe1_002570-T1",20964,"og_10433","EbroNfe1","FALSE",254
"2522","EbroNfe1_002571-T1",6510,"og_8203","EbroNfe1","FALSE",987
"2523","EbroNfe1_002572-T1",22280,"og_9805","EbroNfe1","FALSE",277
"2524","EbroNfe1_002573-T1",24008,"og_3076","EbroNfe1","FALSE",934
"2525","EbroNfe1_002574-T1",16539,"og_0112","EbroNfe1","FALSE",251
"2526","EbroNfe1_002575-T1",10214,"og_3871","EbroNfe1","FALSE",511
"2527","EbroNfe1_002576-T1",44785,"og_2791","EbroNfe1","FALSE",1121
"2528","EbroNfe1_002577-T1",9744,"og_2749","EbroNfe1","FALSE",465
"2529","EbroNfe1_002578-T1",28602,"og_9974","EbroNfe1","FALSE",389
"2530","EbroNfe1_002579-T1",20849,"og_29543","EbroNfe1","TRUE",144
"2531","EbroNfe1_002580-T1",7903,"og_1903","EbroNfe1","FALSE",299
"2532","EbroNfe1_002581-T1",21462,"og_29544","EbroNfe1","TRUE",112
"2533","EbroNfe1_002582-T1",40422,"og_8587","EbroNfe1","FALSE",1259
"2534","EbroNfe1_002583-T1",30454,"og_2983","EbroNfe1","FALSE",387
"2535","EbroNfe1_002584-T1",3722,"og_2814","EbroNfe1","FALSE",1196
"2536","EbroNfe1_002585-T1",22906,"og_3966","EbroNfe1","FALSE",584
"2537","EbroNfe1_002586-T1",32693,"og_9192","EbroNfe1","FALSE",156
"2538","EbroNfe1_002587-T1",25123,"og_29545","EbroNfe1","TRUE",239
"2539","EbroNfe1_002588-T1",34520,"og_2307","EbroNfe1","FALSE",635
"2540","EbroNfe1_002589-T1",34043,"og_8775","EbroNfe1","FALSE",663
"2541","EbroNfe1_002590-T1",37797,"og_3245","EbroNfe1","FALSE",435
"2542","EbroNfe1_002591-T1",2679,"og_8422","EbroNfe1","FALSE",107
"2543","EbroNfe1_002592-T1",934,"og_9211","EbroNfe1","FALSE",345
"2544","EbroNfe1_002593-T1",35262,"og_11714","EbroNfe1","FALSE",623
"2545","EbroNfe1_002594-T1",37042,"og_11177","EbroNfe1","FALSE",1056
"2546","EbroNfe1_002595-T1",29636,"og_2801","EbroNfe1","FALSE",352
"2547","EbroNfe1_002596-T1",38838,"og_2495","EbroNfe1","FALSE",722
"2548","EbroNfe1_002597-T1",30675,"og_10872","EbroNfe1","FALSE",1300
"2549","EbroNfe1_002598-T1",182,"og_29546","EbroNfe1","TRUE",255
"2550","EbroNfe1_002599-T1",41615,"og_11632","EbroNfe1","FALSE",708
"2551","EbroNfe1_002600-T1",41222,"og_9637","EbroNfe1","FALSE",303
"2552","EbroNfe1_002601-T1",28226,"og_1207","EbroNfe1","FALSE",179
"2553","EbroNfe1_002602-T1",42998,"og_3353","EbroNfe1","FALSE",917
"2554","EbroNfe1_002604-T1",44219,"og_1360","EbroNfe1","FALSE",670
"2555","EbroNfe1_002605-T1",27767,"og_1649","EbroNfe1","FALSE",438
